id, ganhou
0, True
1, True
2, True
3, True
4, True
5, True
6, True
7, False
8, False
9, True
10, False
11, True
12, False
13, True
14, True
15, True
16, True
17, True
18, True
19, True
20, False
21, True
22, True
23, False
24, True
25, False
26, False
27, True
28, True
29, False
30, True
31, True
32, True
33, False
34, True
35, True
36, True
37, False
38, True
39, True
40, True
41, False
42, True
43, False
44, True
45, True
46, True
47, True
48, True
49, True
50, True
51, False
52, True
53, True
54, False
55, True
56, True
57, True
58, True
59, True
60, True
61, True
62, False
63, False
64, False
65, True
66, True
67, True
68, True
69, False
70, True
71, True
72, True
73, False
74, False
75, False
76, False
77, True
78, True
79, True
80, True
81, True
82, True
83, True
84, True
85, False
86, True
87, True
88, True
89, True
90, False
91, True
92, True
93, True
94, True
95, True
96, True
97, True
98, True
99, True
100, False
101, True
102, True
103, True
104, True
105, True
106, True
107, True
108, True
109, True
110, False
111, True
112, True
113, False
114, False
115, False
116, False
117, False
118, False
119, True
120, True
121, True
122, True
123, True
124, True
125, False
126, False
127, True
128, False
129, True
130, True
131, False
132, False
133, False
134, True
135, True
136, True
137, True
138, True
139, True
140, True
141, False
142, True
143, True
144, False
145, True
146, True
147, True
148, False
149, False
150, True
151, True
152, False
153, False
154, True
155, False
156, True
157, False
158, True
159, True
160, False
161, True
162, True
163, False
164, True
165, True
166, True
167, True
168, False
169, False
170, False
171, True
172, True
173, True
174, True
175, False
176, False
177, True
178, False
179, True
180, False
181, False
182, False
183, True
184, True
185, True
186, True
187, False
188, False
189, True
190, False
191, False
192, True
193, True
194, True
195, True
196, True
197, True
198, True
199, True
200, True
201, False
202, True
203, True
204, False
205, True
206, True
207, True
208, True
209, False
210, True
211, True
212, False
213, False
214, False
215, True
216, True
217, False
218, False
219, False
220, False
221, True
222, True
223, False
224, True
225, True
226, True
227, False
228, True
229, True
230, True
231, False
232, True
233, False
234, False
235, True
236, True
237, False
238, True
239, True
240, True
241, True
242, False
243, True
244, True
245, True
246, False
247, True
248, False
249, True
250, True
251, False
252, True
253, False
254, False
255, True
256, False
257, True
258, False
259, True
260, True
261, True
262, True
263, False
264, False
265, True
266, True
267, True
268, True
269, True
270, True
271, False
272, True
273, False
274, False
275, False
276, True
277, False
278, True
279, True
280, True
281, True
282, False
283, False
284, True
285, True
286, True
287, True
288, False
289, True
290, False
291, True
292, True
293, False
294, True
295, False
296, True
297, True
298, True
299, True
300, True
301, True
302, False
303, True
304, False
305, True
306, False
307, True
308, False
309, True
310, True
311, True
312, True
313, True
314, True
315, True
316, False
317, True
318, True
319, True
320, True
321, True
322, True
323, True
324, True
325, False
326, True
327, False
328, True
329, True
330, True
331, True
332, True
333, True
334, False
335, False
336, False
337, True
338, False
339, True
340, False
341, True
342, True
343, False
344, False
345, True
346, False
347, True
348, False
349, True
350, True
351, True
352, False
353, True
354, False
355, True
356, True
357, False
358, True
359, True
360, False
361, True
362, True
363, False
364, True
365, True
366, True
367, True
368, False
369, True
370, True
371, True
372, False
373, False
374, False
375, True
376, True
377, True
378, False
379, True
380, True
381, True
382, False
383, True
384, False
385, True
386, False
387, True
388, False
389, True
390, False
391, True
392, False
393, True
394, True
395, True
396, False
397, True
398, False
399, False
400, True
401, True
402, False
403, True
404, True
405, True
406, True
407, True
408, True
409, True
410, True
411, True
412, True
413, False
414, False
415, False
416, True
417, True
418, False
419, True
420, True
421, False
422, False
423, False
424, True
425, False
426, True
427, True
428, False
429, False
430, False
431, True
432, True
433, False
434, False
435, True
436, False
437, False
438, False
439, True
440, True
441, True
442, True
443, True
444, False
445, True
446, True
447, True
448, False
449, True
450, True
451, True
452, True
453, True
454, True
455, True
456, True
457, False
458, True
459, True
460, True
461, True
462, True
463, False
464, True
465, False
466, True
467, True
468, False
469, False
470, True
471, True
472, False
473, True
474, True
475, True
476, True
477, True
478, False
479, True
480, True
481, True
482, True
483, True
484, False
485, False
486, True
487, True
488, True
489, True
490, True
491, True
492, True
493, True
494, True
495, False
496, True
497, True
498, True
499, False
500, True
501, True
502, True
503, True
504, False
505, True
506, True
507, False
508, False
509, True
510, True
511, False
512, True
513, True
514, True
515, False
516, True
517, True
518, True
519, True
520, True
521, True
522, True
523, True
524, False
525, False
526, True
527, True
528, True
529, False
530, True
531, False
532, True
533, True
534, True
535, False
536, False
537, True
538, True
539, True
540, False
541, True
542, False
543, True
544, True
545, True
546, True
547, False
548, True
549, False
550, True
551, True
552, True
553, True
554, True
555, True
556, True
557, True
558, True
559, True
560, False
561, True
562, True
563, False
564, True
565, False
566, True
567, True
568, False
569, True
570, True
571, False
572, False
573, False
574, True
575, True
576, True
577, True
578, True
579, True
580, False
581, True
582, False
583, True
584, False
585, True
586, True
587, False
588, False
589, False
590, False
591, True
592, True
593, False
594, True
595, True
596, True
