id, ganhou
0, True
1, False
2, True
3, False
4, False
5, False
6, False
7, False
8, False
9, True
10, False
11, False
12, True
13, False
14, False
15, False
16, False
17, False
18, False
19, True
20, False
21, True
22, False
23, True
24, False
25, False
26, False
27, False
28, False
29, False
30, True
31, False
32, True
33, False
34, False
35, False
36, True
37, True
38, True
39, False
40, False
41, False
42, False
43, True
44, False
45, True
46, True
47, False
48, False
49, False
50, False
51, True
52, False
53, True
54, False
55, False
56, True
57, False
58, True
59, False
60, False
61, False
62, False
63, True
64, False
65, False
66, False
67, True
68, False
69, False
70, False
71, True
72, False
73, False
74, True
75, False
76, True
77, False
78, True
79, False
80, True
81, True
82, False
83, False
84, True
85, False
86, False
87, True
88, True
89, False
90, True
91, True
92, False
93, False
94, True
95, False
96, True
97, False
98, False
99, False
100, False
101, True
102, True
103, True
104, False
105, True
106, False
107, False
108, False
109, False
110, False
111, False
112, False
113, False
114, True
115, False
116, False
117, True
118, True
119, False
120, True
121, False
122, True
123, False
124, True
125, True
126, False
127, False
128, False
129, True
130, True
131, False
132, False
133, True
134, False
135, False
136, False
137, True
138, False
139, True
140, False
141, False
142, False
143, False
144, False
145, True
146, True
147, False
148, True
149, False
150, True
151, False
152, False
153, False
154, False
155, True
156, False
157, False
158, False
159, True
160, False
161, False
162, True
163, False
164, False
165, True
166, False
167, False
168, False
169, False
170, False
171, False
172, False
173, False
174, False
175, False
176, False
177, False
178, False
179, False
180, False
181, True
182, False
183, False
184, False
185, False
186, True
187, False
188, True
189, False
190, True
191, False
192, True
193, True
194, False
195, True
196, False
197, False
198, True
199, False
200, False
201, False
202, False
203, True
204, False
205, False
206, True
207, False
208, False
209, True
210, True
211, False
212, True
213, True
214, False
215, True
216, False
217, True
218, True
219, False
220, False
221, False
222, False
223, False
224, False
225, False
226, True
227, False
228, False
229, False
230, False
231, False
232, True
233, False
234, False
235, True
236, False
237, True
238, False
239, False
240, True
241, False
242, True
243, False
244, True
245, False
246, False
247, False
248, False
249, False
250, False
251, True
252, False
253, True
254, False
255, True
256, True
257, False
258, False
259, False
260, False
261, False
262, False
263, False
264, False
265, False
266, False
267, True
268, False
269, False
270, True
271, False
272, True
273, False
274, False
275, True
276, False
277, False
278, False
279, False
280, False
281, False
282, False
283, False
284, True
285, True
286, True
287, False
288, True
289, False
290, True
291, False
292, True
293, False
294, True
295, False
296, False
297, True
298, False
299, True
300, True
301, False
302, True
303, False
304, False
305, True
306, False
307, False
308, True
309, True
310, True
311, False
312, False
313, False
314, False
315, False
316, False
317, True
318, True
319, False
320, True
321, False
322, False
323, True
324, True
325, False
326, True
327, False
328, False
329, False
330, True
331, False
332, True
333, True
334, False
335, False
336, False
337, False
338, False
339, True
340, False
341, False
342, True
343, True
344, False
345, False
346, False
347, True
348, True
349, False
350, False
351, False
352, False
353, True
354, True
355, True
356, False
357, False
358, False
359, True
360, True
361, True
362, True
363, True
364, False
365, True
366, False
367, True
368, False
369, False
370, False
371, False
372, False
373, False
374, True
375, False
376, False
377, False
378, False
379, True
380, False
