id, ganhou
0, True
1, True
2, False
3, True
4, False
5, False
6, True
7, True
8, False
9, True
10, False
11, True
12, True
13, True
14, False
15, True
16, False
17, False
18, True
19, True
20, True
21, False
22, True
23, True
24, True
25, True
26, True
27, True
28, True
29, True
30, True
31, False
32, True
33, True
34, True
35, True
36, True
37, True
38, True
39, False
40, True
41, True
42, True
43, True
44, False
45, False
46, True
47, True
48, True
49, False
50, False
51, True
52, True
53, False
54, True
55, False
56, True
57, True
58, True
59, False
60, True
61, False
62, False
63, True
64, True
65, True
66, True
67, True
68, True
69, True
70, False
71, False
72, True
73, True
74, True
75, True
76, True
77, True
78, False
79, True
80, True
81, True
82, True
83, False
84, True
85, False
86, False
87, False
88, False
89, True
90, False
91, False
92, True
93, False
94, True
95, True
96, True
97, True
98, True
99, True
100, False
101, False
102, True
103, True
104, True
105, True
106, False
107, True
108, False
109, True
110, True
111, True
112, True
113, False
114, True
115, False
116, False
117, False
118, True
119, False
120, True
121, True
122, True
123, True
124, True
125, True
126, True
127, True
128, True
129, True
130, False
131, True
132, True
133, True
134, False
135, False
136, False
137, True
138, False
139, True
140, True
141, True
142, False
143, True
144, False
145, False
146, True
147, False
148, False
149, False
150, True
151, False
152, True
153, True
154, True
155, True
156, False
157, False
158, False
159, True
160, False
161, True
162, True
163, True
164, True
165, True
166, False
167, True
168, True
169, False
170, True
171, True
172, False
173, False
174, True
175, False
176, False
177, True
178, False
179, False
180, True
181, True
182, True
183, False
184, True
185, False
186, True
187, True
188, True
189, False
190, True
191, True
192, True
193, False
194, False
195, True
196, False
197, False
198, True
199, True
200, True
201, True
202, True
203, True
204, True
205, True
206, True
207, True
208, False
209, True
210, True
211, True
212, False
213, True
214, False
215, True
216, False
217, True
218, True
219, False
220, True
221, True
222, True
223, True
224, False
225, False
226, True
227, True
228, False
229, True
230, True
231, False
232, True
233, True
234, True
235, False
236, False
237, True
238, False
239, True
240, True
241, True
242, False
243, True
244, True
245, True
246, False
247, True
248, True
249, True
250, False
251, True
252, True
253, True
254, True
255, False
256, True
257, True
258, False
259, False
260, False
261, True
262, True
263, False
264, True
265, True
266, True
267, False
268, False
269, True
270, False
271, False
272, True
273, True
274, False
275, False
276, True
277, True
278, True
279, False
280, True
281, False
282, True
283, True
284, True
285, True
286, False
287, True
288, True
289, False
290, True
291, True
292, True
293, True
294, True
295, False
296, False
297, False
298, True
299, True
300, True
301, False
302, True
303, False
304, True
305, True
306, True
307, False
308, False
309, True
310, True
311, True
312, True
313, False
314, True
315, False
316, True
317, True
318, False
319, True
320, True
321, True
322, True
323, True
324, True
325, True
326, True
327, False
328, True
329, False
330, False
331, False
332, False
333, False
334, True
335, True
336, True
337, False
338, False
339, False
340, False
341, True
342, False
343, True
344, True
345, True
346, False
347, True
348, False
349, False
350, True
351, True
352, True
353, True
354, False
355, True
356, True
357, True
358, True
359, False
360, False
361, True
362, False
363, True
364, True
365, False
366, True
367, False
368, True
369, True
370, True
371, False
372, False
373, False
374, False
375, True
376, True
377, False
378, False
379, True
380, True
381, False
382, False
383, False
384, True
385, True
386, True
387, False
388, False
389, False
390, True
391, True
392, True
393, True
394, False
395, False
396, True
397, False
398, False
399, True
400, True
401, True
402, False
403, True
404, True
405, True
406, True
407, True
408, True
409, True
410, False
411, False
412, True
413, True
414, True
415, True
416, False
417, False
418, False
419, True
420, False
421, False
422, True
423, False
424, False
425, False
426, False
427, True
428, True
429, False
430, True
431, True
432, True
433, True
434, True
435, True
436, False
437, True
438, True
439, True
440, True
441, True
442, True
443, True
444, False
445, True
446, True
447, True
448, False
449, True
450, True
451, True
452, False
453, True
454, True
455, True
456, False
457, True
458, False
459, True
460, False
461, True
462, True
463, False
464, True
465, False
466, False
467, False
468, True
469, True
470, False
471, False
472, True
473, True
474, True
475, True
476, False
477, True
478, True
479, True
480, True
481, True
482, False
483, True
484, False
485, True
486, True
487, True
488, False
489, False
490, False
491, True
492, True
493, False
494, True
495, False
496, True
497, True
498, True
499, False
500, False
501, True
502, True
503, True
504, True
505, True
506, True
507, True
508, True
509, False
510, True
511, False
512, True
513, True
514, True
515, True
516, True
517, True
518, True
519, True
520, True
521, False
522, True
523, True
524, False
525, True
526, True
527, True
528, True
529, True
530, True
531, True
532, False
533, True
534, True
535, False
536, False
537, False
538, False
539, True
540, False
541, False
542, True
543, True
544, False
545, False
546, True
547, False
548, False
549, True
550, True
551, True
552, True
553, True
554, False
555, False
556, False
557, True
558, True
559, True
560, True
561, True
562, True
563, True
564, True
565, False
566, True
567, False
568, True
569, True
570, True
571, False
572, True
573, True
574, True
575, False
576, False
577, True
578, True
579, False
580, False
581, False
582, True
583, True
584, False
585, False
586, True
587, True
588, False
589, True
590, False
591, True
592, True
593, True
594, True
595, True
596, True
