id, ganhou
0, True
1, True
2, False
3, False
4, True
5, False
6, True
7, False
8, True
9, False
10, True
11, True
12, True
13, True
14, False
15, True
16, False
17, True
18, True
19, True
20, False
21, True
22, False
23, False
24, True
25, True
26, True
27, False
28, True
29, False
30, True
31, True
32, True
33, False
34, True
35, False
36, True
37, False
38, True
39, False
40, True
41, True
42, True
43, True
44, True
45, True
46, False
47, True
48, True
49, False
50, False
51, True
52, False
53, False
54, True
55, True
56, True
57, False
58, True
59, True
60, False
61, True
62, True
63, True
64, True
65, True
66, True
67, False
68, True
69, False
70, False
71, True
72, False
73, True
74, False
75, False
76, True
77, False
78, False
79, True
80, True
81, True
82, False
83, True
84, True
85, False
86, True
87, False
88, True
89, True
90, True
91, False
92, False
93, True
94, False
95, True
96, True
97, False
98, True
99, False
100, True
101, True
102, True
103, True
104, True
105, True
106, True
107, True
108, True
109, True
110, True
111, True
112, False
113, True
114, True
115, True
116, True
117, True
118, False
119, True
120, False
121, True
122, True
123, True
124, True
125, False
126, True
127, True
128, True
129, True
130, False
131, True
132, True
133, False
134, False
135, False
136, True
137, True
138, True
139, True
140, True
141, True
142, False
143, True
144, False
145, True
146, True
147, False
148, True
149, True
150, True
151, True
152, True
153, False
154, True
155, True
156, True
157, False
158, True
159, True
160, True
161, True
162, False
163, True
164, False
165, True
166, True
167, True
168, True
169, True
170, True
171, False
172, True
173, True
174, True
175, False
176, True
177, True
178, True
179, True
180, True
181, False
182, True
183, True
184, True
185, True
186, True
187, True
188, False
189, True
190, True
191, False
192, True
193, True
194, False
195, True
196, True
197, False
198, False
199, False
200, True
201, False
202, True
203, True
204, True
205, True
206, True
207, True
208, True
209, False
210, False
211, False
212, False
213, True
214, True
215, True
216, True
217, False
218, False
219, True
220, False
221, True
222, False
223, True
224, True
225, True
226, False
227, False
228, False
229, True
230, True
231, True
232, True
233, False
234, True
235, False
236, False
237, True
238, True
239, True
240, True
241, False
242, True
243, True
244, False
245, True
246, True
247, False
248, True
249, True
250, True
251, True
252, True
253, True
254, True
255, False
256, True
257, True
258, True
259, True
260, False
261, True
262, True
263, True
264, False
265, True
266, False
267, False
268, True
269, False
270, False
271, True
272, True
273, False
274, True
275, True
276, True
277, True
278, True
279, False
280, True
281, True
282, True
283, False
284, True
285, True
286, True
287, True
288, False
289, True
290, True
291, False
292, True
293, True
294, False
295, False
296, True
297, False
298, True
299, True
300, False
301, False
302, True
303, True
304, True
305, True
306, True
307, True
308, False
309, False
310, False
311, False
312, False
313, True
314, False
315, False
316, False
317, True
318, True
319, True
320, False
321, True
322, True
323, True
324, True
325, True
326, False
327, True
328, False
329, True
330, True
331, False
332, True
333, False
334, False
335, False
336, True
337, False
338, True
339, True
340, True
341, True
342, True
343, False
344, True
345, True
346, True
347, True
348, True
349, True
350, False
351, True
352, True
353, True
354, False
355, True
356, True
357, True
358, True
359, False
360, True
361, False
362, False
363, False
364, True
365, False
366, True
367, False
368, True
369, True
370, False
371, False
372, True
373, False
374, True
375, True
376, False
377, True
378, True
379, True
380, True
381, True
382, False
383, True
384, True
385, True
386, True
387, True
388, False
389, True
390, True
391, False
392, True
393, False
394, False
395, True
396, True
397, True
398, False
399, False
400, True
401, False
402, True
403, True
404, False
405, True
406, False
407, False
408, True
409, True
410, False
411, True
412, True
413, True
414, True
415, False
416, False
417, True
418, False
419, True
420, False
421, True
422, False
423, True
424, True
425, False
426, False
427, True
428, False
429, False
430, True
431, True
432, False
433, True
434, True
435, True
436, True
437, True
438, False
439, True
440, True
441, True
442, False
443, True
444, True
445, False
446, False
447, False
448, False
449, False
450, False
451, True
452, True
453, False
454, False
455, True
456, True
457, True
458, True
459, False
460, True
461, False
462, True
463, True
464, False
465, True
466, False
467, True
468, True
469, True
470, True
471, True
472, False
473, False
474, True
475, True
476, True
477, True
478, True
479, True
480, False
481, False
482, True
483, True
484, True
485, True
486, True
487, False
488, True
489, True
490, False
491, True
492, True
493, False
494, True
495, True
496, False
497, False
498, True
499, False
500, True
501, True
502, True
503, True
504, True
505, True
506, True
507, False
508, True
509, True
510, False
511, True
512, False
513, True
514, True
515, True
516, True
517, True
518, True
519, True
520, False
521, True
522, True
523, True
524, True
525, True
526, True
527, True
528, True
529, True
530, True
531, True
532, False
533, False
534, False
535, True
536, True
537, False
538, True
539, True
540, False
541, True
542, True
543, True
544, True
545, False
546, True
547, False
548, False
549, True
550, True
551, True
552, True
553, True
554, True
555, True
556, True
557, True
558, False
559, False
560, True
561, True
562, True
563, True
564, True
565, True
566, True
567, False
568, False
569, False
570, False
571, True
572, False
573, True
574, False
575, True
576, False
577, False
578, False
579, False
580, True
581, True
582, True
583, True
584, False
585, True
586, True
587, True
588, True
589, True
590, False
591, True
592, False
593, True
594, True
595, True
596, False
