id, ganhou
0, False
1, True
2, False
3, False
4, True
5, True
6, False
7, True
8, False
9, True
10, False
11, True
12, False
13, True
14, False
15, False
16, True
17, False
18, False
19, False
20, False
21, True
22, False
23, False
24, False
25, False
26, False
27, True
28, False
29, False
30, True
31, False
32, True
33, False
34, True
35, False
36, True
37, True
38, False
39, False
40, True
41, False
42, False
43, False
44, True
45, False
46, True
47, False
48, False
49, False
50, True
51, True
52, False
53, True
54, False
55, False
56, False
57, False
58, True
59, False
60, True
61, True
62, False
63, False
64, False
65, False
66, True
67, False
68, False
69, False
70, False
71, False
72, False
73, True
74, False
75, False
76, True
77, False
78, True
79, False
80, False
81, False
82, True
83, False
84, False
85, False
86, False
87, True
88, True
89, False
90, False
91, False
92, False
93, True
94, False
95, True
96, False
97, False
98, True
99, True
100, True
101, False
102, True
103, False
104, False
105, True
106, False
107, False
108, False
109, True
110, False
111, False
112, False
113, False
114, True
115, False
116, True
117, False
118, False
119, False
120, False
121, False
122, True
123, True
124, True
125, False
126, False
127, True
128, True
129, False
130, True
131, True
132, False
133, False
134, False
135, True
136, False
137, False
138, True
139, False
140, True
141, False
142, True
143, False
144, False
145, False
146, False
147, False
148, False
149, False
150, True
151, False
152, True
153, False
154, False
155, False
156, False
157, False
158, False
159, True
160, True
161, False
162, False
163, False
164, False
165, False
166, True
167, False
168, True
169, True
170, True
171, False
172, False
173, False
174, False
175, True
176, True
177, True
178, True
179, False
180, True
181, False
182, False
183, True
184, False
185, False
186, False
187, True
188, False
189, False
190, True
191, False
192, True
193, False
194, False
195, True
196, False
197, False
198, False
199, True
200, False
201, True
202, True
203, False
204, False
205, True
206, False
207, False
208, False
209, False
210, False
211, False
212, True
213, True
214, True
215, False
216, False
217, False
218, False
219, False
220, False
221, False
222, False
223, False
224, True
225, False
226, False
227, True
228, True
229, False
230, True
231, False
232, False
233, False
234, True
235, False
236, False
237, False
238, False
239, False
240, False
241, True
242, False
243, False
244, False
245, False
246, True
247, False
248, False
249, False
250, False
251, False
252, False
253, False
254, False
255, False
256, False
257, False
258, False
259, False
260, False
261, False
262, True
263, False
264, True
265, True
266, False
267, False
268, False
269, False
270, False
271, False
272, False
273, False
274, True
275, True
276, True
277, False
278, False
279, False
280, True
281, False
282, False
283, False
284, False
285, False
286, False
287, False
288, True
289, True
290, False
291, False
292, False
293, False
294, False
295, False
296, True
297, True
298, False
299, True
300, False
301, False
302, False
303, True
304, True
305, False
306, True
307, False
308, False
309, False
310, False
311, True
312, True
313, False
314, True
315, False
316, True
317, False
318, False
319, True
320, False
321, False
322, True
323, False
324, False
325, False
326, False
327, False
328, True
329, True
330, True
331, False
332, True
333, False
334, False
335, False
336, True
337, True
338, False
339, False
340, True
341, False
342, False
343, True
344, False
345, False
346, False
347, False
348, False
349, False
350, True
351, False
352, False
353, False
354, False
355, False
356, True
357, False
358, False
359, False
360, False
361, True
362, False
363, False
364, True
365, True
366, False
367, False
368, True
369, False
370, False
371, True
372, False
373, False
374, True
375, True
376, False
377, False
378, False
379, True
380, True
381, False
382, True
383, False
384, True
385, False
386, False
387, False
388, False
389, False
390, False
391, True
392, False
393, True
394, False
395, False
396, False
397, False
398, False
399, False
400, False
401, False
402, False
403, False
404, True
405, False
406, False
407, False
408, False
409, False
410, False
411, False
412, True
413, False
414, True
415, False
416, True
417, True
418, False
419, False
420, True
421, True
422, False
423, True
424, True
425, True
426, False
427, False
428, False
429, False
430, False
431, False
432, False
433, True
434, False
435, False
436, True
437, False
438, False
439, False
440, True
441, True
442, True
443, True
444, False
445, False
446, True
447, False
448, False
449, False
450, False
451, False
452, False
453, True
454, True
455, True
456, False
457, True
458, False
459, True
460, True
461, False
462, False
463, True
464, True
465, False
466, True
467, False
468, True
469, False
470, False
471, True
472, False
473, False
474, False
475, False
476, False
477, False
478, True
479, False
480, False
481, False
482, True
483, True
484, False
485, False
486, False
487, False
488, False
489, True
490, True
491, False
492, False
493, False
494, False
495, False
496, False
497, True
498, False
499, True
500, False
501, False
502, False
503, True
504, False
505, False
506, False
507, False
508, True
509, False
510, True
511, False
512, True
513, False
514, False
515, False
516, False
517, True
518, True
519, False
520, True
521, False
522, False
523, False
524, False
525, False
526, True
527, False
528, True
529, False
530, False
531, True
532, False
533, True
534, True
535, False
536, False
537, True
538, False
539, True
540, True
541, False
