id, ganhou
0, True
1, False
2, False
3, True
4, False
5, True
6, True
7, True
8, False
9, True
10, False
11, True
12, False
13, True
14, True
15, True
16, False
17, False
18, False
19, True
20, True
21, False
22, False
23, False
24, False
25, True
26, True
27, False
28, False
29, True
30, False
31, True
32, True
33, True
34, False
35, True
36, False
37, True
38, True
39, False
40, False
41, True
42, False
43, False
44, False
45, False
46, False
47, False
48, False
49, False
50, False
51, False
52, False
53, True
54, False
55, False
56, False
57, True
58, False
59, False
60, False
61, True
62, True
63, False
64, False
65, False
66, False
67, True
68, False
69, True
70, True
71, False
72, True
73, False
74, False
75, True
76, False
77, False
78, False
79, True
80, False
81, True
82, True
83, False
84, False
85, False
86, True
87, False
88, True
89, False
90, True
91, True
92, True
93, False
94, False
95, False
96, True
97, True
98, False
99, False
100, False
101, False
102, True
103, False
104, True
105, True
106, False
107, True
108, False
109, False
110, True
111, True
112, True
113, True
114, True
115, False
116, True
117, True
118, True
119, False
120, True
121, True
122, False
123, True
124, False
125, False
126, False
127, False
128, False
129, True
130, True
131, True
132, True
133, False
134, True
135, False
136, False
137, True
138, True
139, False
140, False
141, False
142, False
143, False
144, False
145, True
146, False
147, False
148, False
149, True
150, False
151, False
152, False
153, False
154, False
155, False
156, True
157, True
158, False
159, True
160, False
161, False
162, False
163, False
164, False
165, True
166, True
167, False
168, False
169, False
170, False
171, False
172, True
173, False
174, True
175, False
176, True
177, False
178, True
179, False
180, False
181, True
182, True
183, False
184, True
185, True
186, False
187, True
188, False
189, False
190, False
191, True
192, True
193, False
194, False
195, False
196, False
197, False
198, True
199, True
200, True
201, True
202, True
203, True
204, False
205, True
206, False
207, True
208, False
209, False
210, False
211, True
212, True
213, True
214, False
215, False
216, False
217, False
218, False
219, False
220, False
221, False
222, False
223, False
224, False
225, False
226, False
227, False
228, True
229, False
230, False
231, True
232, False
233, False
234, False
235, True
236, False
237, False
238, False
239, False
240, True
241, False
242, True
243, False
244, True
245, False
246, False
247, False
248, False
249, True
250, False
251, False
252, False
253, True
254, False
255, False
256, True
257, False
258, True
259, True
260, False
261, True
262, False
263, True
264, True
265, False
266, False
267, False
268, True
269, False
270, True
271, False
272, True
273, False
274, False
275, False
276, False
277, True
278, True
279, True
280, True
281, False
282, False
283, True
284, False
285, False
286, True
287, False
288, False
289, False
290, False
291, True
292, False
293, False
294, False
295, True
296, True
297, True
298, False
299, False
300, False
301, False
302, False
303, True
304, True
305, True
306, False
307, False
308, False
309, False
310, False
311, True
312, False
313, False
314, False
315, False
316, False
317, True
318, False
319, True
320, False
321, False
322, True
323, True
324, False
325, False
326, False
327, False
328, False
329, True
330, False
331, False
332, True
333, True
334, False
335, False
336, False
337, True
338, False
339, False
340, False
341, False
342, False
343, False
344, False
345, False
346, False
347, False
348, True
349, False
350, False
351, False
352, True
353, True
354, False
355, False
356, False
357, False
358, False
359, True
360, False
361, True
362, False
363, True
364, False
365, False
366, False
367, True
368, False
369, True
370, True
371, False
372, False
373, True
374, False
375, False
376, False
377, False
378, False
379, False
380, False
