id, ganhou
0, True
1, True
2, True
3, True
4, True
5, True
6, True
7, False
8, True
9, False
10, False
11, True
12, True
13, True
14, True
15, True
16, True
17, False
18, False
19, False
20, False
21, False
22, False
23, True
24, True
25, False
26, True
27, True
28, True
29, False
30, False
31, True
32, True
33, True
34, False
35, True
36, True
37, False
38, True
39, True
40, False
41, True
42, True
43, True
44, True
45, True
46, False
47, True
48, False
49, True
50, True
51, True
52, False
53, True
54, True
55, True
56, True
57, True
58, True
59, False
60, True
61, True
62, False
63, True
64, True
65, False
66, True
67, True
68, True
69, True
70, True
71, True
72, True
73, True
74, True
75, True
76, False
77, False
78, True
79, True
80, False
81, False
82, False
83, True
84, True
85, True
86, False
87, True
88, False
89, True
90, True
91, True
92, True
93, True
94, True
95, True
96, False
97, True
98, True
99, True
100, False
101, True
102, True
103, False
104, False
105, True
106, True
107, True
108, True
109, True
110, True
111, True
112, False
113, True
114, True
115, True
116, False
117, True
118, False
119, True
120, False
121, False
122, True
123, True
124, False
125, False
126, False
127, True
128, False
129, True
130, False
131, True
132, True
133, True
134, False
135, True
136, False
137, False
138, False
139, True
140, True
141, True
142, True
143, False
144, False
145, True
146, False
147, True
148, True
149, False
150, True
151, False
152, False
153, True
154, True
155, True
156, True
157, False
158, False
159, False
160, True
161, False
162, False
163, True
164, True
165, False
166, False
167, True
168, True
169, True
170, True
171, True
172, True
173, True
174, True
175, False
176, False
177, True
178, True
179, True
180, False
181, True
182, False
183, True
184, True
185, True
186, False
187, True
188, True
189, False
190, True
191, True
192, False
193, False
194, True
195, False
196, True
197, True
198, False
199, True
200, True
201, True
202, True
203, False
204, True
205, False
206, True
207, False
208, False
209, True
210, False
211, True
212, True
213, True
214, True
215, True
216, True
217, False
218, True
219, True
220, True
221, False
222, True
223, False
224, False
225, True
226, True
227, True
228, False
229, False
230, False
231, True
232, False
233, False
234, True
235, False
236, True
237, True
238, False
239, True
240, True
241, True
242, True
243, True
244, True
245, False
246, True
247, True
248, True
249, False
250, True
251, True
252, False
253, False
254, True
255, True
256, True
257, True
258, True
259, True
260, False
261, False
262, True
263, True
264, True
265, False
266, False
267, False
268, True
269, True
270, False
271, False
272, True
273, True
274, True
275, True
276, False
277, False
278, True
279, True
280, True
281, True
282, False
283, True
284, True
285, True
286, True
287, False
288, True
289, True
290, True
291, True
292, True
293, False
294, True
295, False
296, False
297, False
298, True
299, True
300, True
301, True
302, True
303, False
304, False
305, True
306, True
307, True
308, True
309, True
310, True
311, True
312, True
313, False
314, True
315, True
316, True
317, True
318, False
319, True
320, False
321, True
322, True
323, False
324, True
325, True
326, True
327, True
328, True
329, False
330, False
331, True
332, True
333, True
334, True
335, True
336, True
337, True
338, False
339, False
340, False
341, False
342, False
343, False
344, True
345, True
346, True
347, True
348, True
349, False
350, True
351, True
352, True
353, True
354, False
355, False
356, False
357, False
358, False
359, True
360, True
361, False
362, True
363, True
364, False
365, True
366, True
367, True
368, False
369, True
370, True
371, True
372, True
373, True
374, True
375, True
376, True
377, True
378, False
379, False
380, True
381, True
382, False
383, True
384, True
385, True
386, True
387, True
388, True
389, True
390, True
391, True
392, True
393, False
394, True
395, False
396, True
397, True
398, True
399, True
400, False
401, True
402, True
403, False
404, True
405, True
406, False
407, True
408, True
409, True
410, True
411, True
412, False
413, False
414, True
415, True
416, False
417, True
418, True
419, True
420, True
421, False
422, True
423, False
424, False
425, True
426, False
427, True
428, True
429, True
430, True
431, False
432, False
433, True
434, True
435, True
436, True
437, True
438, True
439, True
440, False
441, True
442, False
443, True
444, True
445, True
446, False
447, False
448, False
449, False
450, False
451, True
452, False
453, True
454, False
455, False
456, False
457, True
458, False
459, False
460, True
461, False
462, True
463, False
464, False
465, True
466, True
467, True
468, False
469, True
470, False
471, True
472, True
473, True
474, False
475, True
476, True
477, False
478, False
479, True
480, True
481, True
482, True
483, True
484, True
485, True
486, False
487, False
488, False
489, True
490, True
491, False
492, True
493, True
494, True
495, True
496, True
497, True
498, False
499, True
500, True
501, False
502, True
503, False
504, True
505, True
506, True
507, True
508, True
509, True
510, False
511, True
512, False
513, True
514, False
515, True
516, True
517, False
518, True
519, False
520, True
521, True
522, True
523, False
524, True
525, True
526, False
527, True
528, False
529, True
530, True
531, True
532, True
533, False
534, False
535, False
536, True
537, False
538, False
539, True
540, True
541, True
542, True
543, False
544, True
545, True
546, False
547, True
548, False
549, False
550, False
551, True
552, True
553, True
554, False
555, False
556, True
557, True
558, True
559, True
560, False
561, True
562, False
563, True
564, False
565, False
566, True
567, True
568, True
569, True
570, False
571, True
572, False
573, True
574, False
575, True
576, True
577, True
578, False
579, False
580, True
581, True
582, False
583, False
584, True
585, True
586, True
587, True
588, True
589, False
590, True
591, True
592, False
593, False
594, False
595, True
596, True
