id, ganhou
0, False
1, False
2, True
3, True
4, False
5, False
6, True
7, False
8, False
9, False
10, False
11, False
12, True
13, False
14, False
15, True
16, True
17, False
18, False
19, False
20, False
21, False
22, False
23, True
24, False
25, False
26, False
27, True
28, False
29, True
30, True
31, False
32, False
33, False
34, False
35, False
36, True
37, False
38, False
39, False
40, False
41, False
42, False
43, False
44, True
45, False
46, False
47, False
48, True
49, False
50, True
51, False
52, False
53, False
54, False
55, False
56, False
57, False
58, True
59, True
60, True
61, False
62, True
63, True
64, True
65, True
66, False
67, False
68, True
69, True
70, True
71, False
72, False
73, True
74, False
75, False
76, False
77, False
78, False
79, False
80, True
81, False
82, True
83, False
84, True
85, False
86, False
87, False
88, False
89, True
90, True
91, False
92, False
93, False
94, False
95, False
96, False
97, False
98, True
99, False
100, False
101, False
102, False
103, True
104, True
105, False
106, True
107, True
108, True
109, True
110, False
111, False
112, False
113, True
114, True
115, False
116, False
117, False
118, False
119, False
120, False
121, True
122, True
123, False
124, True
125, False
126, True
127, False
128, False
129, True
130, False
131, False
132, False
133, True
134, False
135, True
136, False
137, False
138, False
139, False
140, True
141, False
142, False
143, False
144, False
145, False
146, False
147, False
148, False
149, False
150, False
151, False
152, False
153, False
154, False
155, True
156, False
157, False
158, False
159, False
160, False
161, False
162, False
163, False
164, False
165, True
166, True
167, False
168, False
169, True
170, True
171, False
172, True
173, False
174, False
175, True
176, False
177, True
178, False
179, False
180, False
181, False
182, False
183, False
184, False
185, False
186, True
187, False
188, True
189, False
190, True
191, True
192, False
193, True
194, False
195, True
196, False
197, False
198, False
199, False
200, False
201, False
202, True
203, False
204, False
205, False
206, False
207, True
208, False
209, False
210, False
211, False
212, False
213, True
214, True
215, False
216, False
217, True
218, False
219, False
220, False
221, True
222, True
223, False
224, False
225, False
226, False
227, True
228, False
229, False
230, False
231, False
232, True
233, True
234, True
235, False
236, True
237, False
238, True
239, True
240, True
241, False
242, False
243, False
244, True
245, True
246, False
247, False
248, True
249, False
250, False
251, False
252, False
253, True
254, False
255, True
256, True
257, True
