id, ganhou
0, True
1, False
2, False
3, True
4, True
5, True
6, True
7, True
8, True
9, False
10, True
11, False
12, True
13, True
14, True
15, True
16, True
17, True
18, True
19, True
20, True
21, True
22, False
23, True
24, True
25, True
26, False
27, False
28, False
29, True
30, True
31, False
32, False
33, True
34, False
35, False
36, False
37, False
38, True
39, True
40, True
41, False
42, True
43, True
44, True
45, True
46, True
47, True
48, False
49, True
50, True
51, True
52, True
53, False
54, True
55, True
56, True
57, True
58, False
59, True
60, True
61, True
62, True
63, True
64, False
65, False
66, True
67, True
68, True
69, True
70, True
71, False
72, False
73, True
74, True
75, True
76, True
77, False
78, True
79, False
80, False
81, True
82, True
83, False
84, True
85, True
86, False
87, False
88, False
89, False
90, True
91, True
92, True
93, True
94, True
95, True
96, False
97, True
98, False
99, True
100, True
101, False
102, True
103, True
104, True
105, True
106, False
107, False
108, True
109, False
110, False
111, True
112, False
113, False
114, True
115, True
116, True
117, False
118, True
119, False
120, False
121, True
122, False
123, True
124, True
125, False
126, True
127, True
128, True
129, False
130, True
131, True
132, True
133, False
134, True
135, True
136, True
137, True
138, True
139, False
140, True
141, True
142, False
143, False
144, False
145, True
146, False
147, False
148, True
149, False
150, True
151, True
152, True
153, True
154, True
155, True
156, False
157, True
158, False
159, True
160, True
161, True
162, True
163, True
164, True
165, False
166, True
167, True
168, False
169, True
170, True
171, True
172, False
173, False
174, True
175, True
176, True
177, True
178, False
179, True
180, True
181, True
182, False
183, True
184, False
185, False
186, False
187, False
188, True
189, True
190, False
191, True
192, True
193, True
194, False
195, True
196, True
197, True
198, True
199, True
200, True
201, True
202, False
203, True
204, True
205, False
206, False
207, False
208, False
209, True
210, True
211, True
212, True
213, True
214, False
215, True
216, True
217, False
218, False
219, False
220, True
221, False
222, True
223, True
224, True
225, True
226, True
227, True
228, True
229, True
230, True
231, False
232, True
233, True
234, False
235, False
236, True
237, True
238, True
239, True
240, False
241, True
242, False
243, False
244, True
245, True
246, False
247, True
248, False
249, False
250, False
251, False
252, False
253, True
254, True
255, False
256, False
257, True
258, False
259, False
260, False
261, True
262, True
263, False
264, True
265, False
266, False
267, True
268, True
269, True
270, False
271, True
272, True
273, False
274, True
275, False
276, True
277, False
278, True
279, True
280, True
281, True
282, True
283, True
284, True
285, False
286, False
287, True
288, False
289, False
290, True
291, False
292, False
293, True
294, True
295, False
296, True
297, False
298, False
299, True
300, True
301, True
302, True
303, True
304, True
305, False
306, False
307, True
308, True
309, True
310, False
311, False
312, True
313, True
314, False
315, True
316, True
317, True
318, False
319, True
320, True
321, True
322, True
323, False
324, False
325, False
326, True
327, True
328, False
329, True
330, True
331, True
332, False
333, True
334, True
335, True
336, True
337, True
338, True
339, False
340, True
341, False
342, False
343, True
344, True
345, True
346, False
347, False
348, True
349, False
350, True
351, True
352, True
353, True
354, True
355, True
356, False
357, True
358, False
359, False
360, True
361, True
362, True
363, True
364, True
365, True
366, True
367, False
368, False
369, False
370, True
371, True
372, False
373, True
374, True
375, False
376, False
377, True
378, True
379, False
380, True
